abbr count
ptd 999999999
pth 999999999
pthc 999999999
ptl 999999999
ptsd 999999999
ptss 999999999
ptt 999999999
ptu 999999999
ptx 999999999
pu 999999999
pubs 999999999
pud 999999999
puo 999999999
puva 999999999
pv 999999999
pv 999999999
pvc 999999999
pvd 999999999
pvfs 999999999
pvi 999999999
pvod 999999999
pvr 999999999
pvs 999999999
pvt 999999999
pwd 999999999
pwp 999999999
px 999999999
p-y 999999999
pza 999999999
q 999999999
q15 999999999
q6h 999999999
q6° 999999999
q2wk 999999999
qac 999999999
qad 999999999
qaly 999999999
qam 999999999
qd 999999999
qds 999999999
qh 999999999
qhs 999999999
qid 999999999
qids 999999999
ql 999999999
qmt 999999999
qm 999999999
qn 999999999
qns 999999999
qod 999999999
qof 999999999
qoh 999999999
qs 999999999
qt 999999999
qv 999999999
qwk 999999999
qw 999999999
r 999999999
ra 999999999
rad 999999999
rad 999999999
hys 999999999
rae 999999999
rai 999999999
raiu 999999999
rapd 999999999
ras 999999999
ratlh 999999999
ratvh 999999999
rbbb 999999999
rbc 999999999
rbe 999999999
rblm 999999999
rca 999999999
rcc 999999999
rcm 999999999
rcr 999999999
rct 999999999
rd 999999999
rds 999999999
rdw 999999999
rei 999999999
rem 999999999
rf 999999999
rfa 999999999
rflp 999999999
rft 999999999
r/g/m 999999999
rh 999999999
rhabdo 999999999
rhc 999999999
rhd 999999999
rhf 999999999
ria 999999999
riba 999999999
rice 999999999
rif 999999999
rima 999999999
rind 999999999
rl 999999999
rle 999999999
rll 999999999
rln 999999999
rlq 999999999
r&m 999999999
rml 999999999
rms 999999999
rmsf 999999999
rna 999999999
rnp 999999999
rnv 999999999
rny 999999999
r/o 999999999
roa 999999999
roh 999999999
rom 999999999
rop 999999999
ros 999999999
rosc 999999999
row 999999999
rpgn 999999999
rplnd 999999999
rpr 999999999
rr 999999999
rrms 999999999
rrp 999999999
rrr 999999999
r/r/w 999999999
rs 999999999
rsb 999999999
rsi 999999999
rsv 999999999
r/t 999999999
rt 999999999
rt-pcr 999999999
rta 999999999
rtc 999999999
rts 999999999
rtv 999999999
rue 999999999
rul 999999999
ruq 999999999
ruti 999999999
rv 999999999
rvad 999999999
rvf 999999999
rvh 999999999
rvr 999999999
rvsp 999999999
rvt 999999999
rw 999999999
rx 999999999
rxn 999999999
s̅ 999999999
s 999999999
sx 999999999
s1 999999999
s2 999999999
s3 999999999
s4 999999999
s&o 999999999
sa 999999999
saag 999999999
sab 999999999
sad 999999999
sah 999999999
sam 999999999
san 999999999
sao2 999999999
saps 999999999
sar 999999999
sarc 999999999
sars 999999999
sb 999999999
sbe 999999999
sbft 999999999
sbma 999999999
sbo 999999999
sbp 999999999
sbr 999999999
sbrt 999999999
sc 999999999
sca 999999999
scat 999999999
scc 999999999
scd 999999999
sci 999999999
scid 999999999
sciwora 999999999
sclc 999999999
scope 999999999
sct 999999999
scz 999999999
sd 999999999
sd 999999999
sdh 999999999
sdti 999999999
se 999999999
sed 999999999
see 999999999
segs 999999999
sem 999999999
serm 999999999
sert 999999999
sfa 999999999
sga 999999999
sg 999999999
cath 999999999
sg 999999999
sgb 999999999
sgot 999999999
sgpt 999999999
sh 999999999
shx 999999999
shbg 999999999
shob 999999999
shpt 999999999
shx 999999999
si 999999999
stac 999999999
siadh 999999999
sicu 999999999
sibo 999999999
sid 999999999
sids 999999999
sil 999999999
simv 999999999
si 999999999
op 999999999
sit 999999999
sirs 999999999
sit 999999999
sjs 999999999
sk 999999999
sl 999999999
sle 999999999
slev 999999999
sll 999999999
sln 999999999
slnslnb 999999999
slp 999999999
slr 999999999
sm 999999999
sma 999999999
sma-6 999999999
sma-7 999999999
smn 999999999
sms 999999999
smt 999999999
smv 999999999
sn 999999999
snb 999999999
snf 999999999
snp 999999999
snri 999999999
snv 999999999
so 999999999
soa 999999999
soap 999999999
sob 999999999
soboe 999999999
sol 999999999
sol 999999999
soob 999999999
sop 999999999
sos 999999999
sp 999999999
s/p 999999999
spe 999999999
spec 999999999
spect 999999999
spep 999999999
spet 999999999
spp 999999999
fl 999999999
gr 999999999
sps 999999999
sq 999999999
sr 999999999
spo2 999999999
srom 999999999
srs 999999999
sru 999999999
ssss 999999999
ss 999999999
s/s 999999999
s/sx 999999999
ssc 999999999
sse 999999999
ssep 999999999
ssi 999999999
sski 999999999
sspe 999999999
ssrna 999999999
ssri 999999999
sssi 999999999
ssss 999999999
sss 999999999
st 999999999
staph 999999999
std 999999999
stat 999999999
stec 999999999
stemi 999999999
sth 999999999
sti 999999999
stn 999999999
stnr 999999999
stop 999999999
strep 999999999
strepto 999999999
sts 999999999
subq 999999999
sud 999999999
sui 999999999
supp 999999999
suv 999999999
sv 999999999
svc 999999999
svd 999999999
sve 999999999
svg 999999999
svi 999999999
svn 999999999
svr 999999999
svt 999999999
sw 999999999
sx 999999999
sxa 999999999
sxr 999999999
sz 999999999
t 999999999
tx 999999999
ta 999999999
t&a 999999999
t&c 999999999
t&s 999999999
tab 999999999
tab 999999999
tab 999999999
tah 999999999
tah-bso 999999999
tap 999999999
tapvr 999999999
tat 999999999
tavi 999999999
tavr 999999999
tb 999999999
tbc 999999999
tbec 999999999
tbg 999999999
tbi 999999999
tblc 999999999
tbsa 999999999
tbw 999999999
tc 999999999
tca 999999999
tcc 999999999
tcm 999999999
tcn 999999999
tcom 999999999
tcp 999999999
tct 999999999
t2dm 999999999
td 999999999
td 999999999
tdap 999999999
tdp 999999999
tdd 999999999
tds 999999999
tdt 999999999
td 999999999
te 999999999
teb 999999999
tec 999999999
tee 999999999
tef 999999999
tem 999999999
temp 999999999
ten 999999999
tens 999999999
tf 999999999
t/f 999999999
tfr 999999999
tfts 999999999
tga 999999999
tg 999999999
tgl 999999999
tg 999999999
tgf 999999999
tgv 999999999
t&h 999999999
thr 999999999
ti 999999999
tia 999999999
tibc 999999999
tib-fib 999999999
tid 999999999
tin 999999999
tips 999999999
tka 999999999
tko 999999999
tkr 999999999
tkvo 999999999
tla 999999999
tlc 999999999
tle 999999999
tlh 999999999
tlr 999999999
tls 999999999
tm 999999999
tme 999999999
tme 999999999
tnf 999999999
tmj 999999999
tng 999999999
tnm 999999999
tntc 999999999
toa 999999999
toc 999999999
tod 999999999
toe 999999999
tof 999999999
top 999999999
tot 999999999
tp 999999999
tpa 999999999
tpn 999999999
tpr 999999999
tpr 999999999
tr 999999999
tr 999999999
tram 999999999
trap 999999999
t2rf 999999999
trf 999999999
trf'd 999999999
trh 999999999
trt 999999999
trusp 999999999
ts 999999999
tsp 999999999
tsh 999999999
tsh 999999999
tshr-ab 999999999
tsi 999999999
tsth 999999999
tt 999999999
tte 999999999
ttg 999999999
ttn 999999999
tto 999999999
ttp 999999999
ttr 999999999
tts 999999999
ttts 999999999
tu 999999999
tuba 999999999
tuip 999999999
tumt 999999999
tuna 999999999
tur 999999999
turbt 999999999
turp 999999999
tv 999999999
tvc 999999999
tvh 999999999
tvt 999999999
twoc 999999999
tx 999999999
txa 999999999
txp 999999999
tzd 999999999
uosm 999999999
ua 999999999
u/a 999999999
upo 999999999
usa 999999999
uae 999999999
ubt 999999999
uc 999999999
uchd 999999999
uctd 999999999
ucx 999999999
ud 999999999
uds 999999999
ue 999999999
u&e 999999999
ufe 999999999
uip 999999999
ugi 999999999
uln 999999999
unos 999999999
uop 999999999
uo 999999999
u/o 999999999
ung 999999999
unk 999999999
upj 999999999
upt 999999999
ura 999999999
uri 999999999
urs 999999999
urti 999999999
us 999999999
usg 999999999
uso 999999999
usoh 999999999
usp 999999999
usr 999999999
uss 999999999
uti 999999999
uus 999999999
uval 999999999
v 999999999
va 999999999
vac 999999999
vad 999999999
vag 999999999
vai 999999999
vamp 999999999
vas 999999999
vbg 999999999
vbac 999999999
vc 999999999
vctc 999999999
vcjd 999999999
vcug 999999999
vd 999999999
vdrf 999999999
vdrl 999999999
ve 999999999
veb 999999999
ved 999999999
vee 999999999
vf 999999999
v-fib 999999999
vfss 999999999
vh 999999999
vhl 999999999
vin 999999999
vir 999999999
vip 999999999
vldl 999999999
vma 999999999
vnpi 999999999
vo 999999999
voc 999999999
vod 999999999
vpa 999999999
vpap 999999999
vpb 999999999
vpc 999999999
vpi 999999999
v/q 999999999
vre 999999999
vrsa 999999999
vs 999999999
vsd 999999999
vsr 999999999
vss 999999999
vt 999999999
vte 999999999
vtec 999999999
vur 999999999
vwd 999999999
vwf 999999999
vzig 999999999
vzv 999999999
wais(-r) 999999999
wap 999999999
was 999999999
wasp 999999999
wat 999999999
wbat 999999999
wbc 999999999
wbi 999999999
wbrt 999999999
wc 999999999
w/c 999999999
wd 999999999
wdl 999999999
wh 999999999
wdwn 999999999
wee 999999999
wg 999999999
wisc-r 999999999
wle 999999999
wls 999999999
wm 999999999
wma 999999999
wn 999999999
wnl 999999999
w/o 999999999
wob 999999999
woi 999999999
wpw 999999999
ws 999999999
wsmw 999999999
wsw 999999999
wt 999999999
w/u 999999999
x-afp 999999999
xr 999999999
xrt 999999999
y 999999999
yo 999999999
y/o 999999999
ypll 999999999
yst 999999999
yr 999999999
zd 999999999
zdv 999999999
zes 999999999
zift 999999999
zmc 999999999
zn 999999999
